OBJECTID *,Shape *,FID_Macro,SiteID,CC_Num,Waterbody,Location,Date_,Sample_Type,Bioclass,Latitude,Longitude,EPT_S,BI,% Impervious,Drainage,Elevation,Boulder,Cobble,Gravel,Sand,Silt,Other_Substrate,Sub_Desc,Canopy,Temp_C,Sp_Cond,pH_SU,Diss_Oxy,Stream_Width,Channel_Width,Avg_Stream_Depth,MaxStream_Depth,Channel_Modification,Instream_Habitat,Substrate,Shade,Region,Basin,FID_Haw_Upper_Nuese_piedmont,FID_Haw_Upper_Nuese,BASIN,FID_Piedmont_statecl
649,Point,1551,BB377,9195,MARYS CR,SR 2174,2003-07-15T00:00:00Z,EPT,Good-Fair,35.915833,-79.308056,18,4.803371,0.00631796123558,11.370827,425,25,25,15,35,0,<Null>,NA,80,22,82,7.5,7.9,7,10,0.3,0.5,5,16,12,10,<Null>,<Null>,1,1,Cape Fear,1
650,Point,1552,BB377,10636,MARYS CR,SR 2174,2009-03-09T00:00:00Z,EPT,Good,35.915833,-79.308056,27,3.972028,0.00631796123558,11.370827,425,30,35,10,20,5,<Null>,NA,70,16.399999999999999,91.2,6.9,10.4,10,12,0.4,1.5,5,18,12,10,<Null>,<Null>,1,1,Cape Fear,1
651,Point,1355,BB197,6086,LITTLE CR,PINEHURST DR,1993-02-10T00:00:00Z,Full Scale,Fair,35.917778,-79.0125,7,7.210989,0.102645937118,18.9,247,0,0,0,90,10,<Null>,NA,90,<Null>,<Null>,<Null>,<Null>,4,<Null>,0.3,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,1,1,Cape Fear,1
652,Point,1356,BB197,7482,LITTLE CR,PINEHURST DR,1998-02-02T00:00:00Z,EPT,Poor,35.917778,-79.0125,5,5.257143,0.102645937118,18.9,247,0,0,5,90,5,<Null>,NA,80,<Null>,<Null>,<Null>,<Null>,5,<Null>,0.7,<Null>,4,7,3,10,<Null>,<Null>,1,1,Cape Fear,1
653,Point,1357,BB197,8383,LITTLE CR,PINEHURST DR,2001-03-01T00:00:00Z,Full Scale,Poor,35.917778,-79.0125,5,7.781503,0.102645937118,18.9,247,0,0,5,85,10,<Null>,NA,80,12,170,7.5,8.5,5,6,1.2,1.2,5,8,3,10,<Null>,<Null>,1,1,Cape Fear,1
654,Point,1358,BB197,8472,LITTLE CR,PINEHURST DR,2001-07-11T00:00:00Z,Qual 5,Not Rated,35.917778,-79.0125,5,6.818919,0.102645937118,18.9,247,0,0,5,85,10,<Null>,NA,60,26,124,6.6,4.5,3,9,0.2,0.3,5,8,3,7,<Null>,<Null>,1,1,Cape Fear,1
655,Point,2290,JB51,6885,SMITH CR,SR 2045,1995-07-25T00:00:00Z,EPT,Good-Fair,35.918765,-78.534284,15,5.537736,0.0652640550284,22.9,193,0,0,10,90,0,<Null>,NA,90,24,120,7,6.9,4,<Null>,0.1,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,2,2,Neuse,1
656,Point,2291,JB51,8140,SMITH CR,SR 2045,2000-07-06T00:00:00Z,EPT,Fair,35.918765,-78.534284,12,5.157143,0.0652640550284,22.9,193,0,0,15,85,0,<Null>,NA,0,26,119,7.2,8.1999999999999993,7,<Null>,0.2,<Null>,5,15,3,10,<Null>,<Null>,2,2,Neuse,1
657,Point,2292,JB51,8592,SMITH CR,SR 2045,2001-08-20T00:00:00Z,Full Scale,Good,35.918765,-78.534284,22,5.560554,0.0652640550284,22.9,193,0,0,25,70,5,<Null>,NA,60,25,115,7.3,6.8,5,10,0.3,<Null>,4,10,4,9,<Null>,<Null>,2,2,Neuse,1
658,Point,2293,JB51,9728,SMITH CR,SR 2045,2005-08-12T00:00:00Z,EPT,Good-Fair,35.918765,-78.534284,14,4.821687,0.0652640550284,22.9,193,0,0,20,80,0,<Null>,NA,60,25.2,111,7,7.3,4,6,0.1,0.4,5,12,3,7,<Null>,<Null>,2,2,Neuse,1
659,Point,2294,JB51,11026,SMITH CR,SR 2045,2010-07-14T00:00:00Z,EPT,Fair,35.918765,-78.534284,11,5.579167,0.0652640550284,22.9,193,0,0,30,65,5,0,NA,80,27.6,120,6,9.6,6,12,0.2,0.6,5,11,8,10,<Null>,<Null>,2,2,Neuse,1
660,Point,2295,JB51,11958,SMITH CR,SR 2045,2015-08-25T00:00:00Z,EPT,Good-Fair,35.918765,-78.534284,15,5.27907,0.0652640550284,22.9,193,0,<Null>,10,75,5,10,CPOM,90,23.6,123,6.6,7.2,7,14,0.2,0.5,5,7,3,10,<Null>,<Null>,2,2,Neuse,1
661,Point,2394,BB416,8705,TANBARK BR,UMSTEAD RD,2002-03-14T00:00:00Z,Qual 5,Not Rated,35.920278,-79.064722,1,7.221951,NA,0.55,340,20,25,25,20,10,<Null>,NA,20,16.8,299,8.8000000000000007,12,3,4,0.1,0.3,5,15,10,2,<Null>,<Null>,1,1,Cape Fear,1
662,Point,1432,BB530,11930,LONG BR,SR 2338,2015-05-07T00:00:00Z,Qual 4,Good-Fair,35.91994,-79.32898,18,5.083696,NA,2.4,525,20,30,10,30,10,<Null>,NA,80,15.5,137,6.2,8.6999999999999993,5,7,0.1,0.5,5,16,10,10,<Null>,<Null>,1,1,Cape Fear,1
663,Point,1367,JB91,3155,LITTLE R,NC 96,1983-09-07T00:00:00Z,Full Scale,Good-Fair,35.91915,-78.39021,19,6.398,0.0120180465206,20.9,294,50,20,10,20,0,<Null>,NA,4,<Null>,<Null>,<Null>,<Null>,15,<Null>,0.3,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,2,2,Neuse,1
664,Point,1368,JB91,3141,LITTLE R,NC 96,1983-10-14T00:00:00Z,Full Scale,Good-Fair,35.91915,-78.39021,21,6.058333,0.0120180465206,20.9,294,50,20,10,20,0,<Null>,NA,4,<Null>,<Null>,<Null>,<Null>,15,<Null>,0.3,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,2,2,Neuse,1
665,Point,1369,JB91,3144,LITTLE R,NC 96,1983-11-22T00:00:00Z,Full Scale,Good-Fair,35.91915,-78.39021,25,6.307817,0.0120180465206,20.9,294,50,20,10,20,0,<Null>,NA,4,<Null>,<Null>,<Null>,<Null>,15,<Null>,0.3,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,2,2,Neuse,1
666,Point,1370,JB91,3150,LITTLE R,NC 96,1983-12-16T00:00:00Z,Full Scale,Good-Fair,35.91915,-78.39021,28,6.280233,0.0120180465206,20.9,294,50,20,10,20,0,<Null>,NA,4,<Null>,<Null>,<Null>,<Null>,15,<Null>,0.3,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,2,2,Neuse,1
667,Point,1371,JB91,3152,LITTLE R,NC 96,1984-01-23T00:00:00Z,Full Scale,Good,35.91915,-78.39021,28,5.84,0.0120180465206,20.9,294,50,20,10,20,0,<Null>,NA,4,<Null>,<Null>,<Null>,<Null>,15,<Null>,0.3,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,2,2,Neuse,1
668,Point,1372,JB91,3197,LITTLE R,NC 96,1984-02-10T00:00:00Z,Full Scale,Good,35.91915,-78.39021,24,5.775889,0.0120180465206,20.9,294,50,20,10,20,0,<Null>,NA,4,<Null>,<Null>,<Null>,<Null>,15,<Null>,0.3,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,2,2,Neuse,1
669,Point,1373,JB91,3206,LITTLE R,NC 96,1984-03-14T00:00:00Z,Full Scale,Good,35.91915,-78.39021,30,5.741017,0.0120180465206,20.9,294,50,20,10,20,0,<Null>,NA,4,<Null>,<Null>,<Null>,<Null>,15,<Null>,0.3,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,2,2,Neuse,1
670,Point,1374,JB91,3219,LITTLE R,NC 96,1984-04-13T00:00:00Z,Full Scale,Good,35.91915,-78.39021,32,5.703209,0.0120180465206,20.9,294,50,20,10,20,0,<Null>,NA,4,<Null>,<Null>,<Null>,<Null>,15,<Null>,0.3,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,2,2,Neuse,1
671,Point,1375,JB91,3230,LITTLE R,NC 96,1984-05-15T00:00:00Z,Full Scale,Good,35.91915,-78.39021,26,6.119391,0.0120180465206,20.9,294,50,20,10,20,0,<Null>,NA,4,<Null>,<Null>,<Null>,<Null>,15,<Null>,0.3,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,2,2,Neuse,1
672,Point,1376,JB91,3238,LITTLE R,NC 96,1984-06-22T00:00:00Z,Full Scale,Good-Fair,35.91915,-78.39021,23,6.035849,0.0120180465206,20.9,294,50,20,10,20,0,<Null>,NA,4,<Null>,<Null>,<Null>,<Null>,15,<Null>,0.3,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,2,2,Neuse,1
673,Point,1377,JB91,3344,LITTLE R,NC 96,1984-08-02T00:00:00Z,Full Scale,Good-Fair,35.91915,-78.39021,18,5.893382,0.0120180465206,20.9,294,50,20,10,20,0,<Null>,NA,4,<Null>,<Null>,<Null>,<Null>,15,<Null>,0.3,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,2,2,Neuse,1
674,Point,1378,JB91,3345,LITTLE R,NC 96,1984-09-21T00:00:00Z,Full Scale,Good-Fair,35.91915,-78.39021,21,5.943672,0.0120180465206,20.9,294,50,20,10,20,0,<Null>,NA,4,<Null>,<Null>,<Null>,<Null>,15,<Null>,0.3,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,2,2,Neuse,1
675,Point,1379,JB91,3379,LITTLE R,NC 96,1984-11-06T00:00:00Z,Full Scale,Good-Fair,35.91915,-78.39021,25,6.05847,0.0120180465206,20.9,294,0,0,0,0,0,<Null>,NA,0,<Null>,<Null>,<Null>,<Null>,15,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,2,2,Neuse,1
676,Point,1380,JB91,5702,LITTLE R,NC 96,1991-08-14T00:00:00Z,Full Scale,Good-Fair,35.91915,-78.39021,21,6.208533,0.0120180465206,20.9,294,65,20,5,10,0,<Null>,NA,0,<Null>,<Null>,<Null>,<Null>,7,<Null>,0.2,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,2,2,Neuse,1
677,Point,1381,JB91,6750,LITTLE R,NC 96,1995-01-27T00:00:00Z,Full Scale,Good-Fair,35.91915,-78.39021,19,6.264875,0.0120180465206,20.9,294,80,5,0,15,0,<Null>,NA,10,<Null>,<Null>,<Null>,<Null>,8,<Null>,0.3,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,2,2,Neuse,1
678,Point,1382,JB91,6959,LITTLE R,NC 96,1995-08-24T00:00:00Z,Full Scale,Good-Fair,35.91915,-78.39021,21,6.335735,0.0120180465206,20.9,294,75,10,0,15,0,<Null>,NA,20,24.1,105,6.8,2.6,6,<Null>,0.6,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,2,2,Neuse,1
679,Point,1383,JB91,8255,LITTLE R,NC 96,2000-08-15T00:00:00Z,EPT,Good-Fair,35.91915,-78.39021,20,5.095238,0.0120180465206,20.9,294,85,10,0,5,0,<Null>,NA,30,24,72,6.8,4,10,<Null>,0.3,<Null>,4,8,3,2,<Null>,<Null>,2,2,Neuse,1
680,Point,1384,JB91,9672,LITTLE R,NC 96,2005-07-27T00:00:00Z,Full Scale,Good-Fair,35.91915,-78.39021,19,6.365591,0.0120180465206,20.9,294,0,0,0,0,0,<Null>,NA,0,28.8,64,6.2,2.7,5,25,0.3,1,5,9,3,1,<Null>,<Null>,2,2,Neuse,1
681,Point,1385,JB91,11961,LITTLE R,NC 96,2015-08-26T00:00:00Z,Full Scale,Good-Fair,35.91915,-78.39021,20,6.423469,0.0120180465206,20.9,294,5,<Null>,<Null>,20,10,65,bedrock,10,23.9,74,6.7,5,12,20,0.3,1.3,5,8,3,2,<Null>,<Null>,2,2,Neuse,1
682,Point,148,BB449,6145,BOLIN CR,VILLAGE RD,1993-04-01T00:00:00Z,EPT,Good-Fair,35.922778,-79.066667,24,3.955172,0.0539865945946,7.9297,342,25,30,15,25,5,<Null>,NA,70,<Null>,<Null>,<Null>,<Null>,5,<Null>,0.3,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,1,1,Cape Fear,1
683,Point,149,BB449,7517,BOLIN CR,VILLAGE RD,1998-02-26T00:00:00Z,Full Scale,Good,35.922778,-79.066667,26,4.939791,0.0539865945946,7.9297,342,35,35,15,20,0,<Null>,NA,65,11,70,7.4,11.7,9,<Null>,0.3,<Null>,4,17,12,7,<Null>,<Null>,1,1,Cape Fear,1
684,Point,150,BB449,8380,BOLIN CR,VILLAGE RD,2001-02-27T00:00:00Z,Full Scale,Poor,35.922778,-79.066667,6,7.292708,0.0539865945946,7.9297,342,35,35,20,10,0,<Null>,NA,0,10.7,116,7.6,9.6,4,5.5,0.3,1.5,5,15,15,10,<Null>,<Null>,1,1,Cape Fear,1
685,Point,151,BB449,8467,BOLIN CR,VILLAGE RD,2001-07-10T00:00:00Z,Full Scale,Fair,35.922778,-79.066667,9,6.685526,0.0539865945946,7.9297,342,40,25,15,20,0,<Null>,NA,70,23.1,119,6.2,6.4,6,8,0.3,0.8,2,13,8,10,<Null>,<Null>,1,1,Cape Fear,1
686,Point,152,BB449,8704,BOLIN CR,VILLAGE RD,2002-03-14T00:00:00Z,Full Scale,Fair,35.922778,-79.066667,7,6.795455,0.0539865945946,7.9297,342,30,30,30,10,0,<Null>,NA,0,13,123,8.1,11.3,6,6,0.2,0.2,4,11,8,7,<Null>,<Null>,1,1,Cape Fear,1
687,Point,1650,BB146,3434,MORGAN CR,NC 54,1985-04-30T00:00:00Z,Full Scale,Good,35.923611,-79.115556,32,5.670023,0.0055522117327,8.26,443,30,30,0,40,0,<Null>,NA,8,<Null>,<Null>,<Null>,<Null>,7,<Null>,0.2,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,1,1,Cape Fear,1
688,Point,1651,BB146,6089,MORGAN CR,NC 54,1993-02-11T00:00:00Z,Full Scale,Excellent,35.923611,-79.115556,36,4.48852,0.0055522117327,8.26,443,20,30,10,25,5,<Null>,NA,90,<Null>,<Null>,<Null>,<Null>,6,<Null>,0.3,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,1,1,Cape Fear,1
689,Point,1652,BB146,6316,MORGAN CR,NC 54,1993-07-28T00:00:00Z,Full Scale,Good,35.923611,-79.115556,21,4.894886,0.0055522117327,8.26,443,25,40,15,15,5,<Null>,NA,100,<Null>,<Null>,<Null>,<Null>,5,<Null>,0.2,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,1,1,Cape Fear,1
690,Point,1653,BB146,7203,MORGAN CR,NC 54,1996-10-15T00:00:00Z,Full Scale,Good,35.923611,-79.115556,22,4.840541,0.0055522117327,8.26,443,35,30,20,20,15,<Null>,NA,90,15,75,7.3,9.1999999999999993,7,<Null>,0.5,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,1,1,Cape Fear,1
691,Point,1654,BB146,7480,MORGAN CR,NC 54,1998-02-02T00:00:00Z,EPT,Good,35.923611,-79.115556,31,3.754422,0.0055522117327,8.26,443,40,30,10,20,0,<Null>,NA,90,7,50,7,13,7,<Null>,0.2,<Null>,4,18,12,10,<Null>,<Null>,1,1,Cape Fear,1
692,Point,1655,BB146,7507,MORGAN CR,NC 54,1998-02-26T00:00:00Z,Full Scale,Excellent,35.923611,-79.115556,33,4.394982,0.0055522117327,8.26,443,25,35,20,20,0,<Null>,NA,90,10,71,7.2,12.4,7,<Null>,0.3,<Null>,4,18,12,10,<Null>,<Null>,1,1,Cape Fear,1
693,Point,1656,BB146,8111,MORGAN CR,NC 54,2000-04-06T00:00:00Z,EPT,Excellent,35.923611,-79.115556,36,3.713408,0.0055522117327,8.26,443,30,30,30,10,0,<Null>,NA,90,<Null>,<Null>,<Null>,<Null>,7,<Null>,0.3,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,1,1,Cape Fear,1
694,Point,1657,BB146,9022,MORGAN CR,NC 54,2002-09-24T00:00:00Z,EPT,Not Rated,35.923611,-79.115556,2,4.25,0.0055522117327,8.26,443,50,40,10,0,0,<Null>,NA,0,18,56,7,5.3,4,6,0.1,0.2,4,8,10,8,<Null>,<Null>,1,1,Cape Fear,1
695,Point,1658,BB146,9039,MORGAN CR,NC 54,2003-01-09T00:00:00Z,EPT,Not Rated,35.923611,-79.115556,8,3.968293,0.0055522117327,8.26,443,40,30,20,10,0,<Null>,NA,0,7.3,95,7,14.8,6,8,0.2,0.3,5,20,12,10,<Null>,<Null>,1,1,Cape Fear,1
696,Point,1659,BB146,9059,MORGAN CR,NC 54,2003-03-05T00:00:00Z,EPT,Not Rated,35.923611,-79.115556,12,3.044681,0.0055522117327,8.26,443,25,35,30,10,0,<Null>,NA,100,9.9,75,7.1,12.5,7,8,0.3,0.6,5,20,12,10,<Null>,<Null>,1,1,Cape Fear,1
697,Point,1660,BB146,9124,MORGAN CR,NC 54,2003-05-06T00:00:00Z,EPT,Good-Fair,35.923611,-79.115556,16,3.716438,0.0055522117327,8.26,443,30,40,20,10,0,<Null>,NA,95,15,83,6.5,12,7,<Null>,0.3,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,1,1,Cape Fear,1
698,Point,1661,BB146,9169,MORGAN CR,NC 54,2003-07-07T00:00:00Z,EPT,Good-Fair,35.923611,-79.115556,20,4.5,0.0055522117327,8.26,443,20,30,20,30,0,<Null>,NA,80,24,100,7.7,7.7,6,<Null>,0.3,0.5,5,14,15,10,<Null>,<Null>,1,1,Cape Fear,1
699,Point,1662,BB146,9284,MORGAN CR,NC 54,2003-10-01T00:00:00Z,EPT,Good,35.923611,-79.115556,22,4.252941,0.0055522117327,8.26,443,30,30,20,20,0,<Null>,NA,85,16,114,6.5,9.3000000000000007,7,7,0.2,0.3,5,20,8,10,<Null>,<Null>,1,1,Cape Fear,1
700,Point,1663,BB146,9390,MORGAN CR,NC 54,2004-06-02T00:00:00Z,EPT,Good-Fair,35.923611,-79.115556,18,4.210989,0.0055522117327,8.26,443,10,10,10,10,0,<Null>,NA,98,19,120,6.7,5.8,4,<Null>,0.1,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,1,1,Cape Fear,1
701,Point,1664,BB146,10387,MORGAN CR,NC 54,2008-03-12T00:00:00Z,EPT,Fair,35.923611,-79.115556,12,3.904839,0.0055522117327,8.26,443,25,20,20,10,<Null>,10,bedrock,80,<Null>,<Null>,<Null>,<Null>,7,8,0.2,0.4,4,16,14,10,<Null>,<Null>,1,1,Cape Fear,1
702,Point,1665,BB146,10641,MORGAN CR,NC 54,2009-03-11T00:00:00Z,EPT,Good,35.923611,-79.115556,26,4.128947,0.0055522117327,8.26,443,5,20,35,20,0,20,bedrock,90,13.7,107.5,6.6,11.8,6,10,0.3,0.5,5,14,8,10,<Null>,<Null>,1,1,Cape Fear,1
703,Point,1666,BB146,11590,MORGAN CR,NC 54,2013-06-05T00:00:00Z,EPT,Good-Fair,35.923611,-79.115556,19,4.805747,0.0055522117327,8.26,443,20,25,15,10,10,20,NA,75,18.899999999999999,119,7.1,8.6999999999999993,8,12,0.25,0.5,5,14,12,10,<Null>,<Null>,1,1,Cape Fear,1
704,Point,134,BB62,8381,BOLIN CR,BOLINWOOD DR,2001-03-01T00:00:00Z,Full Scale,Poor,35.924722,-79.054167,5,7.847101,0.0775522797395,8.997,328,20,30,30,15,5,<Null>,NA,75,9,135,7.2,9.3000000000000007,5,11,0.3,1.2,4,14,13,10,<Null>,<Null>,1,1,Cape Fear,1
705,Point,135,BB62,8703,BOLIN CR,BOLINWOOD DR,2002-03-14T00:00:00Z,Full Scale,Poor,35.924722,-79.054167,5,7.658696,0.0775522797395,8.997,328,10,30,30,20,10,<Null>,NA,60,12.2,134,7.9,10.5,7,11,0.2,0.8,3,11,8,7,<Null>,<Null>,1,1,Cape Fear,1
706,Point,142,BB506,10731,BOLIN CR,ESTES DR UPS 400M,2009-07-09T00:00:00Z,Full Scale,Fair,35.924793,-79.074191,9,5.70892,0.0447919539683,7.17,378,20,10,10,<Null>,<Null>,60,Bedrock,80,21.7,145.5,6.5,7.2,3,10,0.4,0.9,5,20,6,10,<Null>,<Null>,1,1,Cape Fear,1
707,Point,2574,JB31,8983,UT FALLS LAKE,SR 2002,2002-08-29T00:00:00Z,Qual 5,Not Rated,35.924444,-78.603889,0,7.365385,NA,1.57,276,0,40,30,20,0,<Null>,NA,0,24,227,<Null>,<Null>,3,<Null>,0.2,<Null>,5,20,14,10,<Null>,<Null>,2,2,Neuse,1
708,Point,2575,JB31,9631,UT FALLS LAKE,SR 2002,2005-08-15T00:00:00Z,Qual 4,Not Rated,35.924444,-78.603889,9,6.042045,NA,1.57,276,0,20,40,30,10,<Null>,NA,90,29.5,165,6.94,6.6,2,<Null>,0.3,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,2,2,Neuse,1
709,Point,2576,JB31,9761,UT FALLS LAKE,SR 2002,2006-01-20T00:00:00Z,Qual 4,Not Rated,35.924444,-78.603889,0,7.211765,NA,1.57,276,0,10,50,30,10,<Null>,NA,90,9,158,6.2,11.9,2,<Null>,0.3,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,2,2,Neuse,1
710,Point,1426,JB297,6749,LITTLE R,UPS OF NC 96 650 METERS,1995-01-27T00:00:00Z,Full Scale,Good-Fair,35.924722,-78.390833,18,6.247312,0.0120292917875,21.2,310,80,5,5,10,0,<Null>,NA,70,<Null>,<Null>,<Null>,<Null>,9,<Null>,0.4,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,2,2,Neuse,1
711,Point,136,BB71,3750,BOLIN CR,E FRANKLIN ST,1986-04-29T00:00:00Z,Full Scale,Good-Fair,35.927778000000004,-79.035,28,6.078302,0.086492431562,10.7588,261,40,20,10,30,0,<Null>,NA,8,<Null>,<Null>,<Null>,<Null>,3,<Null>,0.2,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,1,1,Cape Fear,1
712,Point,137,BB71,6087,BOLIN CR,E FRANKLIN ST,1993-02-10T00:00:00Z,Full Scale,Fair,35.927778000000004,-79.035,8,6.52973,0.086492431562,10.7588,261,20,20,10,40,10,<Null>,NA,60,<Null>,<Null>,<Null>,<Null>,6,<Null>,0.3,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,1,1,Cape Fear,1
713,Point,138,BB71,7481,BOLIN CR,E FRANKLIN ST,1998-02-02T00:00:00Z,EPT,Poor,35.927778000000004,-79.035,4,7.004545,0.086492431562,10.7588,261,0,5,15,80,0,<Null>,NA,60,<Null>,<Null>,<Null>,<Null>,6,<Null>,0.4,<Null>,5,10,3,10,<Null>,<Null>,1,1,Cape Fear,1
714,Point,139,BB71,7513,BOLIN CR,E FRANKLIN ST,1998-03-11T00:00:00Z,Full Scale,Fair,35.927778000000004,-79.035,13,5.835955,0.086492431562,10.7588,261,0,20,25,55,0,<Null>,NA,60,<Null>,<Null>,<Null>,<Null>,6,<Null>,0.3,<Null>,5,18,6,7,<Null>,<Null>,1,1,Cape Fear,1
715,Point,140,BB71,8382,BOLIN CR,E FRANKLIN ST,2001-03-01T00:00:00Z,Full Scale,Poor,35.927778000000004,-79.035,4,7.248404,0.086492431562,10.7588,261,10,30,20,30,10,<Null>,NA,20,10.1,151,7.2,7.8,4,7,0.4,1.5,4,13,15,2,<Null>,<Null>,1,1,Cape Fear,1
716,Point,141,BB71,8468,BOLIN CR,E FRANKLIN ST,2001-07-10T00:00:00Z,Full Scale,Poor,35.927778000000004,-79.035,4,6.966935,0.086492431562,10.7588,261,30,20,20,20,10,<Null>,NA,60,25.3,167,7.3,4.9000000000000004,4,7,0.3,1.3,4,15,8,7,<Null>,<Null>,1,1,Cape Fear,1
717,Point,257,BB57,6469,CANE CR,SR 1958,1994-04-11T00:00:00Z,Full Scale,Good,35.928056,-79.258611,37,5.812632,0.00450763091703,36.9786,415,15,30,30,20,5,<Null>,NA,60,<Null>,<Null>,<Null>,<Null>,11,<Null>,0.3,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,1,1,Cape Fear,1
718,Point,162,BB450,8395,BOOKER CR,WALNUT ST,2001-02-21T00:00:00Z,Qual 4,Not Rated,35.928611,-79.021944,3,7.419355,NA,6.18,248,0,0,10,90,0,<Null>,NA,75,8.5,166,7.4,11.1,3,8,0.2,0.4,4,7,3,10,<Null>,<Null>,1,1,Cape Fear,1
719,Point,163,BB450,8471,BOOKER CR,WALNUT ST,2001-07-10T00:00:00Z,Qual 5,Not Rated,35.928611,-79.021944,7,6.985311,NA,6.18,248,0,0,10,80,10,<Null>,NA,80,25,171,7,3.5,3,8,0.1,0.3,2,8,3,10,<Null>,<Null>,1,1,Cape Fear,1
720,Point,2289,JB233,3935,SMITH CR,SR 2044,1986-12-02T00:00:00Z,EPT,Poor,35.929167,-78.526667,2,6.9,NA,21.1,205,0,0,0,99,0,<Null>,NA,7,<Null>,<Null>,<Null>,<Null>,7,<Null>,0.5,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,2,2,Neuse,1
721,Point,362,BB523,11361,COLLINS CR,HWY 54,2012-05-17T00:00:00Z,Qual 4,Not Rated,35.93139,-79.20593,4,6.467059,NA,3.29,505,10,25,20,25,15,15,NA,60,18.399999999999999,79,6.2,7.7,3,4,0.2,0.5,5,16,11,10,<Null>,<Null>,1,1,Cape Fear,1
722,Point,2550,BB76,5688,UT COLLINS CR,NR BLUEBERRY LN,1991-08-22T00:00:00Z,Full Scale,Good-Fair,35.932222,-79.1825,15,5.573656,0.00496172581768,2.49,510,5,5,10,60,20,<Null>,NA,0,<Null>,<Null>,<Null>,<Null>,2,<Null>,0.1,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,1,1,Cape Fear,1
723,Point,1489,JB194,3483,LOWER BARTON CR,SR 1844,1985-06-13T00:00:00Z,Full Scale,Good-Fair,35.9325,-78.665556,19,6.003429,0.0445343823621,7.8,290,0,0,20,80,0,<Null>,NA,0,<Null>,<Null>,<Null>,<Null>,3,<Null>,0.2,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,2,2,Neuse,1
724,Point,1490,JB194,6753,LOWER BARTON CR,SR 1844,1995-02-14T00:00:00Z,EPT,Good-Fair,35.9325,-78.665556,31,4.155172,0.0445343823621,7.8,290,0,0,15,80,5,<Null>,NA,80,<Null>,<Null>,<Null>,<Null>,4,<Null>,0.2,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,2,2,Neuse,1
725,Point,2551,BB80,5698,UT COLLINS CR,NR BRIDE SPUR,1991-08-22T00:00:00Z,Full Scale,Good-Fair,35.933889,-79.180833,17,5.493678,0.00253728628592,2.0268,510,8,8,10,59,15,<Null>,NA,0,<Null>,<Null>,<Null>,<Null>,2,<Null>,0.1,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,1,1,Cape Fear,1
726,Point,159,BB198,7512,BOOKER CR,PINEY MTN RD,1998-03-11T00:00:00Z,EPT,Fair,35.942062,-79.049312,10,5.569444,NA,2.12,382,35,25,20,20,0,<Null>,NA,70,<Null>,<Null>,7,<Null>,4,<Null>,0.2,<Null>,5,18,8,10,<Null>,<Null>,1,1,Cape Fear,1
727,Point,160,BB198,8396,BOOKER CR,PINEY MTN RD,2001-02-21T00:00:00Z,Qual 4,Not Rated,35.942062,-79.049312,8,6.320482,NA,2.12,382,15,20,25,40,0,<Null>,NA,75,11.4,215,7.9,9.5,2,4,0.2,0.4,5,13,8,10,<Null>,<Null>,1,1,Cape Fear,1
